Métrica,Valor
R2_train,0.902049456034408
R2_test,0.7797066320510111
RMSE_train,3283.4685062978688
RMSE_test,3046.520144812269
MAE_train,2033.6581358035533
MAE_test,2057.586386615576
CV_R2_media,0.8288751215384185
CV_R2_std,0.061211093603184726
