K,Inertia,Silhouette,Davies_Bouldin
2,1859.1209257848825,0.46278047459083044,1.1648022824121036
3,1482.0596092673659,0.3953346958603451,1.2470947233659533
4,1241.8598593137172,0.310566043872719,1.1670403205260915
5,1080.0620969160934,0.315874659001467,1.1662850403199825
6,930.4455403809504,0.33683722291788404,1.055759312409774
7,850.5089826366248,0.28903743135744625,1.0871279925036297
8,776.2216116294206,0.30971616442588223,1.070932351855758
9,716.2782618142721,0.2745635351729246,1.1219798040396576
10,669.5529866274213,0.24588776596596423,1.1248222754565687
