Métrica,Valor
Accuracy_train,0.9642857142857143
Accuracy_test,0.946969696969697
Precision_test,0.9467652717652718
Recall_test,0.946969696969697
F1_test,0.9468058833487686
CV_media,0.8931818181818182
CV_std,0.02447802185061136
